Count,Name,Edition,Card Number,Foil
1,Prosperous Thief,Kamigawa: Neon Dynasty,73,
1,Prosperous Thief,Kamigawa: Neon Dynasty,336,
2,Rabbit Battery,Kamigawa: Neon Dynasty,157,
1,"Raiyuu, Storm's Edge",Kamigawa: Neon Dynasty,232,
1,Reality Heist,Kamigawa: Neon Dynasty,75,
2,Reckoner Shakedown,Kamigawa: Neon Dynasty,119,
2,Reckoner's Bargain,Kamigawa: Neon Dynasty,120,
2,Regent's Authority,Kamigawa: Neon Dynasty,32,
1,Reinforced Ronin,Kamigawa: Neon Dynasty,158,
1,Reinforced Ronin,Kamigawa: Neon Dynasty,323,
1,Reito Sentinel,Kamigawa: Neon Dynasty,256,
2,Repel the Vile,Kamigawa: Neon Dynasty,33,
1,Replication Specialist,Kamigawa: Neon Dynasty,76,
1,Return to Action,Kamigawa: Neon Dynasty,121,
2,Roadside Reliquary,Kamigawa: Neon Dynasty,272,
1,Roaring Earth,Kamigawa: Neon Dynasty,204,
1,Runaway Trash-Bot,Kamigawa: Neon Dynasty,257,
1,Saiba Trespassers,Kamigawa: Neon Dynasty,77,
1,Saiba Trespassers,Kamigawa: Neon Dynasty,77,foil
2,Satoru Umezawa,Kamigawa: Neon Dynasty,507,foil
1,"Satsuki, the Living Lore",Kamigawa: Neon Dynasty,235,
1,"Satsuki, the Living Lore",Kamigawa: Neon Dynasty,494,foil
1,Scrapyard Steelbreaker,Kamigawa: Neon Dynasty,160,
2,Searchlight Companion,Kamigawa: Neon Dynasty,258,
2,Season of Renewal,Kamigawa: Neon Dynasty,205,
2,Secluded Courtyard,Kamigawa: Neon Dynasty,275,
2,Secluded Courtyard,Kamigawa: Neon Dynasty,512,
1,Seismic Wave,Kamigawa: Neon Dynasty,161,
1,Selfless Samurai,Kamigawa: Neon Dynasty,312,
1,Seven-Tail Mentor,Kamigawa: Neon Dynasty,36,
1,Seven-Tail Mentor,Kamigawa: Neon Dynasty,313,
1,"Shigeki, Jukai Visionary",Kamigawa: Neon Dynasty,206,
1,Short Circuit,Kamigawa: Neon Dynasty,78,
2,Shrine Steward,Kamigawa: Neon Dynasty,259,
1,Silver-Fur Master,Kamigawa: Neon Dynasty,236,
2,Silver-Fur Master,Kamigawa: Neon Dynasty,353,
1,Silver-Fur Master,Kamigawa: Neon Dynasty,511,foil
1,Simian Sling,Kamigawa: Neon Dynasty,163,
1,Sky-Blessed Samurai,Kamigawa: Neon Dynasty,37,
2,Sky-Blessed Samurai,Kamigawa: Neon Dynasty,314,
2,Skyswimmer Koi,Kamigawa: Neon Dynasty,79,
1,Skyswimmer Koi,Kamigawa: Neon Dynasty,79,foil
2,Sokenzan Smelter,Kamigawa: Neon Dynasty,164,
2,"Sokenzan, Crucible of Defiance",Kamigawa: Neon Dynasty,276,
3,Spell Pierce,Kamigawa: Neon Dynasty,80,
1,Spell Pierce,Kamigawa: Neon Dynasty,80,foil
1,Spinning Wheel Kick,Kamigawa: Neon Dynasty,207,
2,Spirited Companion,Kamigawa: Neon Dynasty,38,
1,Spirited Companion,Kamigawa: Neon Dynasty,38,foil
1,Storyweave,Kamigawa: Neon Dynasty,209,
1,Suit Up,Kamigawa: Neon Dynasty,81,
1,Suit Up,Kamigawa: Neon Dynasty,81,foil
2,Sunblade Samurai,Kamigawa: Neon Dynasty,39,
1,Sunblade Samurai,Kamigawa: Neon Dynasty,39,foil
2,Sunblade Samurai,Kamigawa: Neon Dynasty,315,
2,"Takenuma, Abandoned Mire",Kamigawa: Neon Dynasty,278,
3,Tales of Master Seshiro // Seshiro's Living Legacy,Kamigawa: Neon Dynasty,210,
1,Tales of Master Seshiro // Seshiro's Living Legacy,Kamigawa: Neon Dynasty,210,foil
1,"Tameshi, Reality Architect",Kamigawa: Neon Dynasty,82,
1,Tamiyo's Compleation,Kamigawa: Neon Dynasty,83,
1,Tamiyo's Safekeeping,Kamigawa: Neon Dynasty,211,
1,"Tatsunari, Toad Rider",Kamigawa: Neon Dynasty,123,
3,The Fall of Lord Konda // Fragment of Konda,Kamigawa: Neon Dynasty,12,
2,The Long Reach of Night // Animus of Night's Reach,Kamigawa: Neon Dynasty,109,
4,The Modern Age // Vector Glider,Kamigawa: Neon Dynasty,66,
3,The Shattered States Era // Nameless Conqueror,Kamigawa: Neon Dynasty,162,
1,The Shattered States Era // Nameless Conqueror,Kamigawa: Neon Dynasty,162,foil
1,Thirst for Knowledge,Kamigawa: Neon Dynasty,85,
1,Thundering Raiju,Kamigawa: Neon Dynasty,166,
1,Thundersteel Colossus,Kamigawa: Neon Dynasty,261,
2,Touch the Spirit Realm,Kamigawa: Neon Dynasty,40,
1,Towashi Guide-Bot,Kamigawa: Neon Dynasty,262,
1,Towashi Songshaper,Kamigawa: Neon Dynasty,167,
1,Twinshot Sniper,Kamigawa: Neon Dynasty,168,
1,Twisted Embrace,Kamigawa: Neon Dynasty,125,
1,Uncharted Haven,Kamigawa: Neon Dynasty,281,
2,Undercity Scrounger,Kamigawa: Neon Dynasty,126,
2,Unforgiving One,Kamigawa: Neon Dynasty,127,
1,Unforgiving One,Kamigawa: Neon Dynasty,127,foil
2,Unstoppable Ogre,Kamigawa: Neon Dynasty,169,
1,Unstoppable Ogre,Kamigawa: Neon Dynasty,169,foil
1,Upriser Renegade,Kamigawa: Neon Dynasty,170,
2,Upriser Renegade,Kamigawa: Neon Dynasty,324,
1,Virus Beetle,Kamigawa: Neon Dynasty,128,
1,Voltage Surge,Kamigawa: Neon Dynasty,171,
1,Walking Skyscraper,Kamigawa: Neon Dynasty,263,
2,Wanderer's Intervention,Kamigawa: Neon Dynasty,41,
1,Webspinner Cuff,Kamigawa: Neon Dynasty,214,
1,When We Were Young,Kamigawa: Neon Dynasty,43,
1,You Are Already Dead,Kamigawa: Neon Dynasty,129,
1,"Kaima, the Fractured Calm",Kamigawa: Neon Dynasty Commander,3,
1,Myojin of Towering Might,Kamigawa: Neon Dynasty Commander,38,
1,Ruthless Technomancer,Kamigawa: Neon Dynasty Commander,35,
1,Blight Herder,Launch Parties,32,foil
1,Nova Chaser,Lorwyn,187,
1,Hangarback Walker,Love your LGS,2,foil
2,Reliquary Tower,Love your LGS,1,foil
1,Lava Axe,Magic 2010,145,
1,Lightning Elemental,Magic 2010,147,
2,Act of Treason,Magic 2011,121,
1,Aether Adept,Magic 2011,41,
1,Air Servant,Magic 2011,42,
2,Ajani's Mantra,Magic 2011,2,
2,Ajani's Pridemate,Magic 2011,3,
1,Alluring Siren,Magic 2011,43,
1,Ancient Hellkite,Magic 2011,122,foil
2,Arc Runner,Magic 2011,123,
1,Armored Ascension,Magic 2011,5,
2,Augury Owl,Magic 2011,45,
1,Azure Drake,Magic 2011,46,
2,Barony Vampire,Magic 2011,82,
3,Berserkers of Blood Ridge,Magic 2011,124,
1,Bloodcrazed Goblin,Magic 2011,125,
1,Call to Mind,Magic 2011,47,
2,Cancel,Magic 2011,48,
2,Canyon Minotaur,Magic 2011,126,
1,Captivating Vampire,Magic 2011,87,foil
1,Chandra Nalaar,Magic 2011,127,
7,Chandra's Outrage,Magic 2011,128,
4,Chandra's Spitfire,Magic 2011,129,
5,Cloud Crusader,Magic 2011,10,
1,Cloud Elemental,Magic 2011,50,
1,Cyclops Gladiator,Magic 2011,131,
2,Diminish,Magic 2011,52,
1,Duress,Magic 2011,96,
2,Earth Servant,Magic 2011,134,
3,Elite Vanguard,Magic 2011,13,
2,Elixir of Immortality,Magic 2011,206,
2,Ember Hauler,Magic 2011,135,
2,Excommunicate,Magic 2011,14,
3,Fiery Hellhound,Magic 2011,136,
4,Fire Servant,Magic 2011,137,
7,Fireball,Magic 2011,138,
1,Flashfreeze,Magic 2011,53,
2,Fling,Magic 2011,139,
2,Foresee,Magic 2011,54,
1,Frost Titan,Magic 2011,55,
1,Gargoyle Sentinel,Magic 2011,207,
1,Giant Spider,Magic 2011,179,
2,Goblin Piker,Magic 2011,142,
3,Goblin Tunneler,Magic 2011,143,
2,Goldenglow Moth,Magic 2011,15,
2,Harbor Serpent,Magic 2011,56,
1,Holy Strength,Magic 2011,16,
1,Hornet Sting,Magic 2011,181,
1,Howling Banshee,Magic 2011,100,
1,Ice Cage,Magic 2011,57,
2,Infantry Veteran,Magic 2011,18,
4,Inspired Charge,Magic 2011,19,
2,Jace's Erasure,Magic 2011,59,
2,Juggernaut,Magic 2011,209,
1,Kraken's Eye,Magic 2011,210,
5,Lava Axe,Magic 2011,147,
1,Leyline of Anticipation,Magic 2011,61,
8,Lightning Bolt,Magic 2011,149,
1,Magma Phoenix,Magic 2011,150,
2,Maritime Guard,Magic 2011,63,
4,Merfolk Spy,Magic 2011,66,
3,Mighty Leap,Magic 2011,22,
1,Mind Rot,Magic 2011,105,
1,Naturalize,Magic 2011,186,
1,Negate,Magic 2011,68,
1,Nether Horror,Magic 2011,108,
1,Obstinate Baloth,Magic 2011,188,
3,Pacifism,Magic 2011,23,
3,Phantom Beast,Magic 2011,69,
1,Platinum Angel,Magic 2011,212,
2,Preordain,Magic 2011,70,
3,Prodigal Pyromancer,Magic 2011,152,
1,Pyretic Ritual,Magic 2011,153,
1,Relentless Rats,Magic 2011,113,
1,Roc Egg,Magic 2011,25,
1,Rotting Legion,Magic 2011,115,
1,Runeclaw Bear,Magic 2011,195,
1,Sacred Wolf,Magic 2011,196,
2,Safe Passage,Magic 2011,26,
1,Safe Passage,Magic 2011,26,foil
2,Scroll Thief,Magic 2011,72,
1,Serra Angel,Magic 2011,27,
4,Shiv's Embrace,Magic 2011,156,
1,Siege Mastodon,Magic 2011,29,
2,Silvercoat Lion,Magic 2011,31,
2,Sleep,Magic 2011,73,
1,Solemn Offering,Magic 2011,32,
1,Sorcerer's Strongbox,Magic 2011,213,
3,Squadron Hawk,Magic 2011,33,
1,Stone Golem,Magic 2011,215,
2,Stormfront Pegasus,Magic 2011,34,
3,Terramorphic Expanse,Magic 2011,229,
1,Thunder Strike,Magic 2011,157,
2,Tome Scour,Magic 2011,76,
2,Unsummon,Magic 2011,78,
1,Viscera Seer,Magic 2011,120,
1,Volcanic Strength,Magic 2011,158,
1,Voltaic Key,Magic 2011,219,
1,Vulshok Berserker,Magic 2011,159,foil
2,Wall of Frost,Magic 2011,79,
1,War Priest of Thune,Magic 2011,38,
2,Whispersilk Cloak,Magic 2011,221,
2,Wild Griffin,Magic 2011,40,
1,Yavimaya Wurm,Magic 2011,200,
2,Acidic Slime,Magic 2013,159,
1,Angelic Benediction,Magic 2013,4,
2,Arbor Elf,Magic 2013,160,
1,Archaeomancer,Magic 2013,41,
1,Arctic Aven,Magic 2013,42,
2,Attended Knight,Magic 2013,5,
1,Aven Squire,Magic 2013,6,
1,Battleflight Eagle,Magic 2013,7,
1,Bladetusk Boar,Magic 2013,121,
1,Bloodhunter Bat,Magic 2013,82,
1,Bond Beetle,Magic 2013,161,
1,Bountiful Harvest,Magic 2013,163,
2,Captain's Call,Magic 2013,9,
1,Crusader of Odric,Magic 2013,10,
1,Divination,Magic 2013,47,
1,Dragon Hatchling,Magic 2013,128,
1,Duress,Magic 2013,90,
1,Duskmantle Prowler,Magic 2013,91,
2,Duty-Bound Dead,Magic 2013,92,
2,Elvish Visionary,Magic 2013,169,
1,Encrust,Magic 2013,49,
1,Erase,Magic 2013,13,
1,Essence Drain,Magic 2013,93,
1,Essence Scatter,Magic 2013,50,
4,Evolving Wilds,Magic 2013,224,
1,Farseek,Magic 2013,170,
1,Fire Elemental,Magic 2013,130,
1,Gilded Lotus,Magic 2013,206,
1,Glacial Fortress,Magic 2013,225,
3,Glorious Charge,Magic 2013,15,
1,Griffin Protector,Magic 2013,16,
2,Guardians of Akrasa,Magic 2013,18,
1,Healer of the Pride,Magic 2013,19,
1,Index,Magic 2013,55,
1,Knight of Glory,Magic 2013,21,
1,Knight of Infamy,Magic 2013,96,
1,Krenko's Command,Magic 2013,139,
1,Liliana's Shade,Magic 2013,98,
1,Merfolk of the Pearl Trident,Magic 2013,60,
1,Mind Rot,Magic 2013,100,
2,Murder,Magic 2013,101,
2,Mwonvuli Beast Tracker,Magic 2013,177,
1,Naturalize,Magic 2013,178,
2,Negate,Magic 2013,62,
1,Oblivion Ring,Magic 2013,22,
3,Pacifism,Magic 2013,24,
1,Pillarfield Ox,Magic 2013,25,
1,Prey Upon,Magic 2013,181,
1,Ranger's Path,Magic 2013,186,
2,Ravenous Rats,Magic 2013,106,
2,Roaring Primadox,Magic 2013,188,
1,Rummaging Goblin,Magic 2013,146,
2,Safe Passage,Magic 2013,30,
1,Scroll Thief,Magic 2013,66,
1,Searing Spear,Magic 2013,147,
1,Sentinel Spider,Magic 2013,189,
1,Servant of Nefarox,Magic 2013,108,
1,Sign in Blood,Magic 2013,110,
1,Talrand's Invocation,Magic 2013,73,
1,Titanic Growth,Magic 2013,195,
1,Tormented Soul,Magic 2013,111,
1,Tormod's Crypt,Magic 2013,219,foil
2,Vampire Nighthawk,Magic 2013,112,
2,Vile Rebirth,Magic 2013,115,
1,Volcanic Geyser,Magic 2013,154,
1,Watercourser,Magic 2013,78,
2,Welkin Tern,Magic 2013,79,
1,"Yeva, Nature's Herald",Magic 2013,197,
1,Yeva's Forcemage,Magic 2013,198,
3,Accursed Spirit,Magic 2014 Core Set,83,
2,Air Servant,Magic 2014 Core Set,42,
1,Archaeomancer,Magic 2014 Core Set,43,
2,Armored Cancrix,Magic 2014 Core Set,44,
1,Artificer's Hex,Magic 2014 Core Set,85,
1,Blightcaster,Magic 2014 Core Set,86,
1,Blur Sliver,Magic 2014 Core Set,129,
1,Brindle Boar,Magic 2014 Core Set,167,
1,Bubbling Cauldron,Magic 2014 Core Set,205,
1,Bubbling Cauldron,Magic 2014 Core Set,205,foil
1,Canyon Minotaur,Magic 2014 Core Set,131,
1,Charging Griffin,Magic 2014 Core Set,13,
1,Claustrophobia,Magic 2014 Core Set,46,
1,Congregate,Magic 2014 Core Set,14,
2,Cyclops Tyrant,Magic 2014 Core Set,135,
1,Darksteel Ingot,Magic 2014 Core Set,207,
3,Dawnstrike Paladin,Magic 2014 Core Set,15,
1,Demolish,Magic 2014 Core Set,136,
1,Divination,Magic 2014 Core Set,52,
1,Divine Favor,Magic 2014 Core Set,17,
2,Duress,Magic 2014 Core Set,97,
1,Elvish Mystic,Magic 2014 Core Set,169,
1,Essence Scatter,Magic 2014 Core Set,55,
1,Festering Newt,Magic 2014 Core Set,98,
1,Fleshpulper Giant,Magic 2014 Core Set,140,
2,Frost Breath,Magic 2014 Core Set,56,
1,Giant Growth,Magic 2014 Core Set,174,
1,Giant Spider,Magic 2014 Core Set,175,
1,Gnawing Zombie,Magic 2014 Core Set,99,
2,Goblin Shortcutter,Magic 2014 Core Set,142,
2,Griffin Sentinel,Magic 2014 Core Set,20,
2,Groundshaker Sliver,Magic 2014 Core Set,177,
1,Hive Stirrings,Magic 2014 Core Set,21,
1,Howl of the Night Pack,Magic 2014 Core Set,178,
1,Indestructibility,Magic 2014 Core Set,23,
1,Kalonian Tusker,Magic 2014 Core Set,182,
2,Lava Axe,Magic 2014 Core Set,143,
2,Lightning Talons,Magic 2014 Core Set,144,
1,Liturgy of Blood,Magic 2014 Core Set,104,
1,Marauding Maulhorn,Magic 2014 Core Set,145,
2,Mark of the Vampire,Magic 2014 Core Set,105,
2,Master of Diversion,Magic 2014 Core Set,24,
1,Merfolk Spy,Magic 2014 Core Set,62,
2,Messenger Drake,Magic 2014 Core Set,63,
1,Mind Rot,Magic 2014 Core Set,106,
1,Minotaur Abomination,Magic 2014 Core Set,107,
1,Mutavault,Magic 2014 Core Set,228,
2,Naturalize,Magic 2014 Core Set,186,
2,Negate,Magic 2014 Core Set,64,
1,Nephalia Seakite,Magic 2014 Core Set,65,
1,Pacifism,Magic 2014 Core Set,25,
1,Pay No Heed,Magic 2014 Core Set,27,
1,Plummet,Magic 2014 Core Set,188,
1,Predatory Sliver,Magic 2014 Core Set,189,
1,Quag Sickness,Magic 2014 Core Set,110,
1,Ranger's Guile,Magic 2014 Core Set,191,
1,Ratchet Bomb,Magic 2014 Core Set,215,
2,Regathan Firecat,Magic 2014 Core Set,150,
1,Rootwalla,Magic 2014 Core Set,192,
1,Rumbling Baloth,Magic 2014 Core Set,193,
2,Scavenging Ooze,Magic 2014 Core Set,195,
1,Scourge of Valkas,Magic 2014 Core Set,151,
1,Scroll Thief,Magic 2014 Core Set,69,
1,Seacoast Drake,Magic 2014 Core Set,70,
1,Seismic Stomp,Magic 2014 Core Set,152,
1,Sensory Deprivation,Magic 2014 Core Set,71,
2,Sentinel Sliver,Magic 2014 Core Set,30,
2,Shimmering Grotto,Magic 2014 Core Set,229,
1,Shiv's Embrace,Magic 2014 Core Set,153,
1,Shock,Magic 2014 Core Set,155,
1,Smelt,Magic 2014 Core Set,156,
1,Solemn Offering,Magic 2014 Core Set,36,
1,Soulmender,Magic 2014 Core Set,37,
3,Spell Blast,Magic 2014 Core Set,72,
1,Sporemound,Magic 2014 Core Set,196,
2,Staff of the Wild Magus,Magic 2014 Core Set,223,
1,Stonehorn Chanter,Magic 2014 Core Set,39,
1,Strionic Resonator,Magic 2014 Core Set,224,
2,Tome Scour,Magic 2014 Core Set,75,
1,Undead Minotaur,Magic 2014 Core Set,119,
1,Vial of Poison,Magic 2014 Core Set,226,
1,Volcanic Geyser,Magic 2014 Core Set,160,
1,Voracious Wurm,Magic 2014 Core Set,200,
1,Wall of Frost,Magic 2014 Core Set,78,
1,Wall of Swords,Magic 2014 Core Set,41,
1,Windreader Sphinx,Magic 2014 Core Set,81,foil
1,Wring Flesh,Magic 2014 Core Set,122,
1,Xathrid Necromancer,Magic 2014 Core Set,123,
2,Zephyr Charge,Magic 2014 Core Set,82,
1,Reya Dawnbringer,Magic Game Day Cards,1,
1,Auramancer,Masters 25,6,
1,Blood Moon,Masters 25,122,
1,Bloodhunter Bat,Masters 25,80,
1,Cinder Storm,Masters 25,126,
1,Cloudshift,Masters 25,7,
1,Counterspell,Masters 25,50,
1,Death's-Head Buzzard,Masters 25,84,
1,Diabolic Edict,Masters 25,85,
1,Dragon's Eye Savants,Masters 25,54,
1,Echoing Courage,Masters 25,166,
1,Erg Raiders,Masters 25,90,
1,Erg Raiders,Masters 25,90,foil
1,Fencing Ace,Masters 25,13,
1,Frenzied Goblin,Masters 25,131,
1,Goblin War Drums,Masters 25,133,
1,Gods Willing,Masters 25,16,
1,Griffin Protector,Masters 25,17,
1,Iwamori of the Open Fist,Masters 25,174,
1,Jackal Pup,Masters 25,139,
1,Kavu Climber,Masters 25,175,
1,Kindle,Masters 25,140,foil
1,Krosan Tusker,Masters 25,178,
1,Loyal Sentry,Masters 25,22,
1,Nettle Sentinel,Masters 25,182,
1,Nihil Spellbomb,Masters 25,226,
1,"Niv-Mizzet, the Firemind",Masters 25,210,
1,Noble Templar,Masters 25,25,
1,Phantasmal Bear,Masters 25,69,
1,Primal Clay,Masters 25,228,
1,Relentless Rats,Masters 25,105,foil
1,Retraction Helix,Masters 25,71,
1,Rishadan Port,Masters 25,246,
1,Shadowmage Infiltrator,Masters 25,217,
1,Sift,Masters 25,73,
1,Skirk Commando,Masters 25,150,
1,Soulbright Flamekin,Masters 25,151,
1,Stampede Driver,Masters 25,188,
1,Supernatural Stamina,Masters 25,109,
2,Timberpack Wolf,Masters 25,190,
1,Twisted Abomination,Masters 25,111,
1,Vessel of Nascency,Masters 25,193,
1,Willbender,Masters 25,78,
1,"Zada, Hedron Grinder",Masters 25,156,
2,Zulaport Cutthroat,Masters 25,117,
1,Bone Shredder,Media Inserts,179,
2,Aether Spellbomb,Mirrodin,141,
2,Assert Authority,Mirrodin,30,
1,Atog,Mirrodin,86,
2,Bottle Gnomes,Mirrodin,148,
1,Broodstar,Mirrodin,31,
2,Cathodion,Mirrodin,149,
3,Disciple of the Vault,Mirrodin,62,
1,Dross Scorpion,Mirrodin,164,
3,Frogmite,Mirrodin,172,
3,Goblin Replica,Mirrodin,178,
4,Great Furnace,Mirrodin,282,
2,Iron Myr,Mirrodin,187,
3,Irradiate,Mirrodin,67,
2,Krark-Clan Grunt,Mirrodin,97,
3,Leaden Myr,Mirrodin,191,
1,Lodestone Myr,Mirrodin,200,
1,Megatog,Mirrodin,100,
3,Myr Enforcer,Mirrodin,211,
4,Myr Retriever,Mirrodin,215,
2,Necrogen Spellbomb,Mirrodin,216,
3,Nim Replica,Mirrodin,220,
2,Nim Shrieker,Mirrodin,73,
1,Nuisance Engine,Mirrodin,221,
1,Pentavus,Mirrodin,226,
2,Pyrite Spellbomb,Mirrodin,232,
2,Rust Elemental,Mirrodin,234,
1,Scale of Chiss-Goria,Mirrodin,236,
4,Seat of the Synod,Mirrodin,283,
1,Serum Tank,Mirrodin,240,
1,Shrapnel Blast,Mirrodin,106,
2,Silver Myr,Mirrodin,241,
1,Skeleton Shard,Mirrodin,242,
2,Somber Hoverguard,Mirrodin,51,
2,Steel Wall,Mirrodin,248,
1,Sun Droplet,Mirrodin,249,
4,Talisman of Dominance,Mirrodin,253,
2,Talisman of Indulgence,Mirrodin,255,
2,Thirst for Knowledge,Mirrodin,53,
1,Thoughtcast,Mirrodin,54,
1,Tooth of Chiss-Goria,Mirrodin,264,
1,Tree of Tales,Mirrodin,285,
8,Vault of Whispers,Mirrodin,286,
1,Rain of Revelation,Modern Horizons,65,
3,Abiding Grace,Modern Horizons 2,1,
3,Abundant Harvest,Modern Horizons 2,147,
4,Abundant Harvest,Modern Horizons 2,354,
3,Academy Manufactor,Modern Horizons 2,219,
5,Aeromoeba,Modern Horizons 2,37,
5,Aeromoeba,Modern Horizons 2,389,
1,"Aeve, Progenitor Ooze",Modern Horizons 2,148,
5,Altar of the Goyf,Modern Horizons 2,220,
3,Angelic Curator,Modern Horizons 2,262,
5,Arcbound Javelineer,Modern Horizons 2,2,
6,Arcbound Mouser,Modern Horizons 2,3,
8,Arcbound Prototype,Modern Horizons 2,4,
5,Arcbound Shikari,Modern Horizons 2,184,
1,Arcbound Shikari,Modern Horizons 2,360,
7,Arcbound Slasher,Modern Horizons 2,111,
4,Arcbound Tracker,Modern Horizons 2,112,
5,Arcbound Whelp,Modern Horizons 2,113,
1,Arcbound Whelp,Modern Horizons 2,113,foil
3,Archfiend of Sorrows,Modern Horizons 2,74,
2,Archon of Cruelty,Modern Horizons 2,75,
4,Arcus Acolyte,Modern Horizons 2,185,
1,Arid Mesa,Modern Horizons 2,244,
1,Asmoranomardicadaistinaculdacar,Modern Horizons 2,186,
2,Bannerhide Krushok,Modern Horizons 2,149,foil
6,Bannerhide Krushok,Modern Horizons 2,149,
6,Barbed Spike,Modern Horizons 2,5,
5,Batterbone,Modern Horizons 2,221,
2,Battle Plan,Modern Horizons 2,114,
7,Blacksmith's Skill,Modern Horizons 2,6,
1,Blacksmith's Skill,Modern Horizons 2,6,foil
3,Blacksmith's Skill,Modern Horizons 2,381,
1,Blazing Rootwalla,Modern Horizons 2,115,
3,Blazing Rootwalla,Modern Horizons 2,404,
1,Bloodbraid Marauder,Modern Horizons 2,116,
2,Blossoming Calm,Modern Horizons 2,327,
4,Bone Shards,Modern Horizons 2,76,
2,Bone Shards,Modern Horizons 2,76,foil
4,Bone Shards,Modern Horizons 2,395,
4,Bone Shredder,Modern Horizons 2,272,
3,Bottle Golems,Modern Horizons 2,222,
1,"Braids, Cabal Minion",Modern Horizons 2,273,
1,Brainstone,Modern Horizons 2,426,foil
3,Break the Ice,Modern Horizons 2,77,
8,Break Ties,Modern Horizons 2,8,
2,Break Ties,Modern Horizons 2,8,foil
4,Breathless Knight,Modern Horizons 2,187,
3,Breya's Apprentice,Modern Horizons 2,117,
2,Burdened Aerialist,Modern Horizons 2,38,
5,Cabal Initiate,Modern Horizons 2,78,
1,Calibrated Blast,Modern Horizons 2,118,
1,Caprichrome,Modern Horizons 2,9,foil
6,Caprichrome,Modern Horizons 2,9,
2,Captain Ripley Vance,Modern Horizons 2,119,
8,Captured by Lagacs,Modern Horizons 2,188,
1,Carth the Lion,Modern Horizons 2,189,
1,Carth the Lion,Modern Horizons 2,189,
1,"Chainer, Nightmare Adept",Modern Horizons 2,289,
1,"Chainer, Nightmare Adept",Modern Horizons 2,419,
2,Chance Encounter,Modern Horizons 2,277,
2,"Chatterfang, Squirrel General",Modern Horizons 2,151,
3,Chatterstorm,Modern Horizons 2,152,
2,Chatterstorm,Modern Horizons 2,152,foil
3,Chatterstorm,Modern Horizons 2,411,
1,Chef's Kiss,Modern Horizons 2,120,
1,Chef's Kiss,Modern Horizons 2,120,
1,Chitterspitter,Modern Horizons 2,153,foil
1,Chitterspitter,Modern Horizons 2,153,
6,Chrome Courier,Modern Horizons 2,190,
1,Clattering Augur,Modern Horizons 2,79,foil
2,Clattering Augur,Modern Horizons 2,79,
5,Combine Chrysalis,Modern Horizons 2,191,
1,Combine Chrysalis,Modern Horizons 2,362,
4,Constable of the Realm,Modern Horizons 2,10,
3,Counterspell,Modern Horizons 2,267,
3,Crack Open,Modern Horizons 2,154,
1,Cursed Totem,Modern Horizons 2,295,
1,"Dakkon, Shadow Slayer",Modern Horizons 2,192,
1,Damn,Modern Horizons 2,80,
3,Darkmoss Bridge,Modern Horizons 2,245,
2,Darkmoss Bridge,Modern Horizons 2,245,foil
2,Dauthi Voidwalker,Modern Horizons 2,81,
1,Dauthi Voidwalker,Modern Horizons 2,397,
6,Deepwood Denizen,Modern Horizons 2,155,
1,Dermotaxi,Modern Horizons 2,224,
1,Dermotaxi,Modern Horizons 2,224,foil
1,Diamond Lion,Modern Horizons 2,427,
3,Dihada's Ploy,Modern Horizons 2,193,foil
6,Dihada's Ploy,Modern Horizons 2,193,
4,Discerning Taste,Modern Horizons 2,82,
5,Disciple of the Sun,Modern Horizons 2,11,
5,Dragon's Rage Channeler,Modern Horizons 2,121,
2,Dress Down,Modern Horizons 2,39,
2,Drey Keeper,Modern Horizons 2,194,
1,Drey Keeper,Modern Horizons 2,194,foil
5,Drossforge Bridge,Modern Horizons 2,246,
1,Drossforge Bridge,Modern Horizons 2,246,foil
5,Duskshell Crawler,Modern Horizons 2,156,
2,Echoing Return,Modern Horizons 2,83,foil
5,Echoing Return,Modern Horizons 2,83,
1,Enchantress's Presence,Modern Horizons 2,283,
1,Endurance,Modern Horizons 2,157,
1,Esper Sentinel,Modern Horizons 2,12,foil
1,Etherium Spinner,Modern Horizons 2,40,foil
1,Etherium Spinner,Modern Horizons 2,40,
1,Ethersworn Sphinx,Modern Horizons 2,364,
3,Extruder,Modern Horizons 2,296,
1,Extruder,Modern Horizons 2,296,foil
2,Fae Offering,Modern Horizons 2,158,
6,Fairgrounds Patrol,Modern Horizons 2,13,
2,Fairgrounds Patrol,Modern Horizons 2,13,foil
2,Faithless Salvaging,Modern Horizons 2,122,
3,Faithless Salvaging,Modern Horizons 2,349,
4,Fast // Furious,Modern Horizons 2,123,
1,Feast of Sanity,Modern Horizons 2,84,
1,Filigree Attendant,Modern Horizons 2,41,
2,Fire // Ice,Modern Horizons 2,290,
2,Flame Blitz,Modern Horizons 2,124,
5,Flame Rift,Modern Horizons 2,278,
3,Flametongue Yearling,Modern Horizons 2,125,
2,Flametongue Yearling,Modern Horizons 2,350,
3,Flay Essence,Modern Horizons 2,85,
2,Floodhound,Modern Horizons 2,42,
3,Floodhound,Modern Horizons 2,335,
1,Floodhound,Modern Horizons 2,335,foil
1,Flourishing Strike,Modern Horizons 2,159,foil
1,Flourishing Strike,Modern Horizons 2,159,
4,Fodder Tosser,Modern Horizons 2,226,
4,Foul Watcher,Modern Horizons 2,43,
4,Foundation Breaker,Modern Horizons 2,160,
9,Foundry Helix,Modern Horizons 2,196,
1,Fractured Sanity,Modern Horizons 2,44,
2,Funnel-Web Recluse,Modern Horizons 2,161,
1,Gaea's Will,Modern Horizons 2,162,
